effect:shillelagh-2d6	Close match	effect:bark-like-skin	jb2a.swirling_leaves.outburst.01.greenorange	psfx.casting.earth.001	Shillelagh: leaves at the club — all four dice read the same.
effect:shocked	Close match	effect:heated-metal	jb2a.static_electricity.01.blue	psfx.cantrips.shocking-grasp.v1.001	Shocking Grasp: the token crackles.
effect:sickened	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.impacts.magicaleffects.necrotic	Sickened: the poison mark.
effect:silenced	Close match	effect:frightened	jb2a.icon.mute.purple	psfx.magic-signs.rune.v1.illusion.intro	Silence: the mute icon over the token.
effect:slashing-protection	Close match	effect:acid-protection	jb2a.markers.shield_rampart.loop.01.white	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to slashing: the rampart shield.
effect:sleight-of-hand-guidance	Close match	effect:divine-favor	jb2a.markers.light.complete.blue	psfx.magic-signs.rune.v1.divination.intro	Guidance: a small light at the token, one of eighteen skills — all eighteen read the same.
effect:slivered	Close match	effect:confused	jb2a.markers.stun.purple.03	psfx.cantrips.mind-sliver.v1	Mind Sliver: the mind is nicked.
effect:slumber	Close match	effect:sleeping	jb2a.sleep.symbol.purple	psfx.1st-level-spells.sleep.v1.001	Imprisonment, slumber: the token sleeps.
effect:speaking-with-plants	Close match	effect:universal-communication	jb2a.markers.runes.green02.03	psfx.magic-signs.rune.v1.transmutation.intro	Speak with Plants: green runes at the token.
effect:spell-taxed	Close match	effect:stunned	jb2a.markers.runes.dark_black.03	psfx.impacts.magicaleffects.necrotic	Power Word Pain's tax: the caster is drained.
effect:spider-climb	Close match	effect:unrestricted-movement	jb2a.web.loop.002.white	psfx.magic-signs.rune.v1.transmutation.intro	Spider Climb: webbing at the hands and feet.
effect:spiked	Close match	effect:confused	jb2a.icon.runes.dark_red	psfx.impacts.magicaleffects.psychic	Mind Spike: the mind is pinned.
effect:stabilized	Close match	effect:blessed	jb2a.healing_generic.200px.yellow	psfx.1st-level-spells.cure-wounds.v1.001	Spare the Dying: the dying are held at zero.
effect:stealth-guidance	Close match	effect:divine-favor	jb2a.markers.light.complete.blue	psfx.magic-signs.rune.v1.divination.intro	Guidance: a small light at the token, one of eighteen skills — all eighteen read the same.
effect:stinking-poison	Close match	effect:lingering-acid	jb2a.fog_cloud.02.green	psfx.cantrips.poison-spray.v1	Stinking Cloud: green fumes over the token.
effect:survival-guidance	Close match	effect:divine-favor	jb2a.markers.light.complete.blue	psfx.magic-signs.rune.v1.divination.intro	Guidance: a small light at the token, one of eighteen skills — all eighteen read the same.
effect:sustained-lightning	Close match	effect:heated-metal	jb2a.static_electricity.02.blue	psfx.weapon-swooshes.lightning.v1.group01	Witch Bolt sustained: the arc keeps crackling on the target.
effect:sympathy	Close match	effect:charmed	jb2a.markers.heart.pink.03	psfx.magic-signs.rune.v1.enchantment.intro	Sympathy: the token is drawn in.
effect:telepathically-linked	Close match	effect:carrying-message	jb2a.markers.runes.blue.03	psfx.magic-signs.rune.v1.divination.intro	Telepathy: linked runes at each mind.
effect:teleporting-violet	Close match	effect:banished	jb2a.misty_step.01.purple	psfx.2nd-level-spells.misty-step.v1.complete.generic	Prismatic Wall, the violet layer: the token is sent elsewhere.
effect:trapped-in-ice	Close match	effect:chill-shield	jb2a.ice_spikes.radial.loop.blue	psfx.5th-level-spells.cone-of-cold.v1.001	Otiluke's Freezing Sphere: the token is frozen in place.
effect:trapped-soul	Close match	effect:banished	jb2a.markers.skull.purple.03	psfx.impacts.magicaleffects.necrotic	Magic Jar: the soul is held elsewhere.
effect:true-strike	Close match	effect:outlined	jb2a.markers.light.complete.yellow	psfx.magic-signs.rune.v1.divination.intro	True Strike: the next blow is guided.
effect:truesight	Close match	effect:foresight	jb2a.eyes.01.dark_yellow.single	psfx.1st-level-spells.detect-magic.v1.001	True Seeing: the eye that sees everything.
effect:unable-to-move	Close match	effect:banished	jb2a.markers.chain.diamond.loop.01.grey	psfx.magic-signs.rune.v1.transmutation.intro	Flesh to Stone and its kin: the token cannot move.
effect:under-orders	Close match	effect:dominated	jb2a.markers.heart.dark_red.03	psfx.impacts.magicaleffects.psychic	Dominate Person: the token takes orders.
effect:water-breathing	Close match	effect:unrestricted-movement	jb2a.bubble.001.001.loop.blue	psfx.casting.water.001	Water Breathing: bubbles at the token.
effect:water-walking	Close match	effect:unrestricted-movement	jb2a.liquid.splash.blue	psfx.casting.water.001	Water Walking: the surface holds.
effect:wish-stress	Close match	effect:stunned	jb2a.markers.runes.dark_black.03	psfx.impacts.magicaleffects.necrotic	Wish's price: the caster is worn down.
effect:wreathed-in-light	Close match	effect:shining	jb2a.markers.light.complete.blue	psfx.2nd-level-spells.moonbeam.intro.v1.001	Fount of Moonlight: the token is wreathed in cold light.
